alternative_motive_power,basic_colour,body_type,cc_rating,chassis7,class,engine_number,first_nz_registration_year,first_nz_registration_month,gross_vehicle_mass,height,import_status,industry_class,industry_model_code,make,model,motive_power,mvma_model_code,number_of_axles,number_of_seats,nz_assembled,original_country,power_rating,previous_country,road_transport_code,submodel,tla,postcode,transmission_type,vdam_weight,vehicle_type,vehicle_usage,vehicle_year,vin11,width,synthetic_greenhouse_gas,fc_combined,fc_urban,fc_extra_urban
,GREEN,TRACTOR,16000,022528,,,1992.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,4455,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTH WAIKATO DISTRICT,3485,,0,TRACTOR,OTHER,1992,,0,,,,
,ORANGE,TRACTOR,0,,,5317769DC4,1992.0,2.0,0.0,0,RE-REG,PRIVATE,,CASE,DC4,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NEW ZEALAND,,,SELWYN DISTRICT,0,,0,TRACTOR,OTHER,1949,,0,,,,
,RED,TRACTOR,9676,JJF1022,,52129368,1993.0,1.0,0.0,0,NEW,UNKNOWN,,CASE,IH 5130,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,HOROWHENUA DISTRICT,5575,,0,TRACTOR,OTHER,1993,,0,,,,
,BROWN,TRACTOR,3613,1001023,,685782,1993.0,4.0,0.0,0,NEW,PRIVATE,,FIAT,72-93 DT,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,TAURANGA CITY,3171,,0,TRACTOR,OTHER,1993,,0,,,,
,BLUE,TRACTOR,2000,1242168,,1242168,1994.0,1.0,0.0,0,RE-REG,PRIVATE,,FORDSON,MAJOR,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGANUI DISTRICT,4577,,0,TRACTOR,OTHER,1953,,0,,,,
,RED,TRACTOR,5700,136742A,,136742ARX,1994.0,9.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,CENTRAL OTAGO DISTRICT,0,,0,TRACTOR,OTHER,1975,,0,,,,
,ORANGE,TRACTOR,4665,60169,,107530,1994.0,8.0,0.0,0,NEW,PRIVATE,,KUBOTA,M8580DT,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,WAIPA DISTRICT,3880,,0,TRACTOR,OTHER,1994,,0,,,,
,RED,TRACTOR,2800,TEA485-,,SC114780E,1956.0,9.0,0.0,0,NEW,UNKNOWN,,FERGUSON,T E A,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,0,,0,TRACTOR,OTHER,1956,,0,,,,
,BLUE,TRACTOR,4193,B190180,,4307142J13,1975.0,1.0,0.0,0,NEW,UNKNOWN,,FORD,5000 8 SPEED,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,0,,0,TRACTOR,OTHER,1973,,0,,,,
,RED,TRACTOR,2800,209017,,20577,1961.0,3.0,0.0,0,NEW,UNKNOWN,,MASSEY,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2675,,0,TRACTOR,OTHER,1961,,0,,,,
,RED,TRACTOR,5505,9B36440,,510UA8258,1973.0,2.0,3501.0,0,NEW,UNKNOWN,,MASSEY,1150,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTH WAIRARAPA DISTRICT,0,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,2500,FR60350,,152UA616509,1973.0,11.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY,148,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,RED,TRACTOR,4200,,,SNDYW594455,1976.0,6.0,0.0,0,NEW,UNKNOWN,,MASSEY,MF65,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1976,,0,,,,
,GREEN,TRACTOR,3500,5H3C084,,M53L4107825CD,1976.0,12.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2020,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,OTHER,1973,,0,,,,
,RED,TRACTOR,4200,53486,,DB4747450431,1978.0,2.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIPA DISTRICT,0,,0,TRACTOR,OTHER,1968,,0,,,,
,ORANGE,TRACTOR,5499,1272066,,8065,1980.0,7.0,3501.0,0,NEW,UNKNOWN,,FIAT,1180 DTH,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL HAWKE'S BAY DISTRICT,4271,,0,TRACTOR,AGRICULTURAL,1980,,0,,,,
,BLUE,TRACTOR,4200,TX6P410,,447326,1984.0,8.0,0.0,0,NEW,VEHICLE TRADER,,FORD,6610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2676,,0,TRACTOR,AGRICULTURAL,1984,,0,,,,
,BLUE,TRACTOR,4410,,,BA00635,1984.0,6.0,0.0,0,NEW,PRIVATE,,FORD,6610,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,7672,,0,TRACTOR,OTHER,1984,,0,,,,
,WHITE,TRACTOR,3600,1114070,,111394693,1985.0,3.0,0.0,0,NEW,UNKNOWN,,CASE,1394,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,FAR NORTH DISTRICT,475,,0,TRACTOR,OTHER,1985,,0,,,,
,BLUE,TRACTOR,0,BA23031,,BA23031,1987.0,3.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4110,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MATAMATA-PIAKO DISTRICT,0,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,1527,455724M,,422474DL,1986.0,12.0,0.0,0,RE-REG,BUSINESS/FINANCIAL,,MASSEY FERGUSON,135,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,932,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
,BLUE,TRACTOR,3293,B173446,,B173446ZA3,1990.0,1.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,4000 MAN,DIESEL,,0,0,UNKNOWN,OTHER,0,NONE,,,WAIPA DISTRICT,3873,,0,TRACTOR,OTHER,1972,,0,,,,
,YELLOW,TRACTOR,3294,B156440,,B156440,1989.0,3.0,0.0,0,RE-REG,UNKNOWN,,FORD,4500 TC,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,2677,,0,TRACTOR,AGRICULTURAL,1972,,0,,,,
,ORANGE,TRACTOR,6400,9951924,,45505134091,1988.0,12.0,0.0,0,RE-REG,UNKNOWN,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MANAWATU DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,RED,TRACTOR,6000,BHF5163,,20E2283,1989.0,11.0,0.0,0,USED,PRIVATE,,MASSEY FERGUSON,165,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,OTHER,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1968,,0,,,,
,RED,TRACTOR,7000,,,231120662106,1989.0,9.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,684,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SELWYN DISTRICT,7572,,0,TRACTOR,OTHER,1979,,0,,,,
,GREEN,TRACTOR,3000,LO1750C,,CD3179D860484,1990.0,10.0,0.0,0,NEW,COMMUNITY SERVICES,,JOHN DEERE,1750,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1990,,0,,,,
,GREEN,TRACTOR,2939,LO1750U,,CD3179D864166,1992.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1750,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,WESTERN BAY OF PLENTY DISTRICT,3177,,0,TRACTOR,AGRICULTURAL,1990,,0,,,,
,RED,TRACTOR,2933,033174A,,2210114B007199,1991.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,PALMERSTON NORTH CITY,4472,,0,TRACTOR,OTHER,1973,,0,,,,
,GREY,TRACTOR,2400,,,125-0,1991.0,12.0,0.0,0,RE-REG,PRIVATE,,FERGUSON,FERGUSON 24 HP,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,THAMES-COROMANDEL DISTRICT,3500,,0,TRACTOR,OTHER,1953,,0,,,,
,RED,TRACTOR,3500,SNMYW36,,19D0377C,1992.0,12.0,0.0,0,RE-REG,UNKNOWN,,CUSTOMBUILT,FERGUSSON FE35,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,WHANGAREI DISTRICT,510,,0,TRACTOR,OTHER,1958,,0,,,,
,BLUE,TRACTOR,3200,1281467,,1281467,1993.0,7.0,0.0,0,RE-REG,UNKNOWN,,FORDSON,EIADKN,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TARARUA DISTRICT,4999,,0,TRACTOR,OTHER,1952,,0,,,,
,RED,TRACTOR,2800,21-4-0,,184,1993.0,9.0,0.0,0,RE-REG,UNKNOWN,,FERGUSON,TEA,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,HOROWHENUA DISTRICT,5510,,0,TRACTOR,OTHER,1950,,0,,,,
,RED,TRACTOR,13000,AJBOO62,,44835613,1993.0,9.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,CASE,7110AMFD363713,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,WHANGAREI DISTRICT,182,,0,TRACTOR,OTHER,1993,,0,,,,
,ORANGE,TRACTOR,2300,WC11586,,U8018-8,1994.0,4.0,0.0,0,RE-REG,UNKNOWN,,ALLIS CHALMERS,WC,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,WAITAKI DISTRICT,9401,,0,TRACTOR,OTHER,1934,,0,,,,
,RED,TRACTOR,3382,JJE0032,,206DT2D,1994.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,CASE,595A X 4,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,FAR NORTH DISTRICT,481,,0,TRACTOR,OTHER,1994,,0,,,,
,BLUE,TRACTOR,1300,295928I,,295928IE27,1994.0,2.0,0.0,0,RE-REG,PRIVATE,,FORD,3000,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TASMAN DISTRICT,7183,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,RED,TRACTOR,0,SGM2508,,,1962.0,2.0,1999.0,0,NEW,UNKNOWN,,MASSEY,35,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,OTHER,1962,,0,,,,
,ORANGE,TRACTOR,3500,ETB1051,,,1969.0,10.0,0.0,0,NEW,PRIVATE,,NUFFIELD,TRACTOR,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,OTOROHANGA DISTRICT,3975,,0,TRACTOR,OTHER,1953,,0,,,,
,GREEN,TRACTOR,276,4239DE0,,166899CD,1974.0,10.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2130,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGAREI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,RED,TRACTOR,3915,102441,,443895,1974.0,7.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,674,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAIPARA DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1974,,0,,,,
,BLUE,TRACTOR,3077,255N307,,4-98DT-1679-6987,1977.0,2.0,0.0,0,NEW,PRIVATE,,LEYLAND,255,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7274,,0,TRACTOR,OTHER,1977,,0,,,,
,BLUE,TRACTOR,3611,,,1345425,1978.0,3.0,0.0,0,NEW,UNKNOWN,,FORDSON,MAJOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAIPARA DISTRICT,310,,0,TRACTOR,OTHER,1956,,0,,,,
,CREAM,TRACTOR,4100,8680788,,,1980.0,11.0,0.0,0,NEW,UNKNOWN,,CUSTOMBUILT,CASE,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,8254,,0,TRACTOR,OTHER,1973,,0,,,,
,BLUE,TRACTOR,6572,,,1009A,1981.0,12.0,0.0,0,NEW,UNKNOWN,,FORD,TW20,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,7971,,0,TRACTOR,OTHER,1981,,0,,,,
,RED,TRACTOR,0,40882,,3T76H83581,1983.0,7.0,1999.0,0,NEW,UNKNOWN,,TRACTOR,YANMAR 226D,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,BULLER DISTRICT,0,,0,TRACTOR,OTHER,1983,,0,,,,
,BLUE,TRACTOR,3293,B278036,,0584286B626,1979.0,10.0,0.0,0,NEW,UNKNOWN,,FORD,4600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7495,,0,TRACTOR,OTHER,1977,,0,,,,
,YELLOW,TRACTOR,2999,,,B332000,1980.0,7.0,1999.0,0,NEW,UNKNOWN,,FORD,420,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,AGRICULTURAL,1980,,0,,,,
,BLUE,TRACTOR,4400,,,BA,1984.0,11.0,0.0,0,NEW,PRIVATE,,FORD,7710 4WD,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,9720,,0,TRACTOR,OTHER,1984,,0,,,,
,BLUE,TRACTOR,4195,A300110,,6B24A,1985.0,1.0,0.0,0,NEW,UNKNOWN,,FORD,6600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,0,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,3595,134/30B,,22010311395474,1989.0,11.0,0.0,0,NEW,UNKNOWN,,CASE,1394,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,0,,0,TRACTOR,OTHER,1985,,0,,,,
,BLUE,TRACTOR,0,822465,,822465,1989.0,9.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,5610,DIESEL,,0,0,UNKNOWN,OTHER,0,NONE,,,CHRISTCHURCH CITY,8051,,0,TRACTOR,OTHER,1987,,0,,,,
,ORANGE,TRACTOR,2710,763724,,195041,1990.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FIAT,55-66 DTF 4WD,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WHANGAREI DISTRICT,173,,0,TRACTOR,OTHER,1990,,0,,,,
,GREEN,TRACTOR,3400,695842,,CD4239T873175,1991.0,5.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,2650,DIESEL,,0,0,UNKNOWN,OTHER,0,NONE,,,GISBORNE DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1991,,0,,,,
,RED,TRACTOR,3000,CGC5820,,01003A5508268,1992.0,3.0,0.0,0,NEW,UNKNOWN,,CASE,2130,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TASMAN DISTRICT,7120,,0,TRACTOR,OTHER,1990,,0,,,,
,BLUE,TRACTOR,1006,TU11EF0,,69181,1993.0,8.0,0.0,0,NEW,UNKNOWN,,ISEKI,TU318 HYDRO,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,NEW PLYMOUTH DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1992,,0,,,,
,RED,TRACTOR,3223,31673,,33616,1993.0,12.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,B41E,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1964,,0,,,,
,RED,TRACTOR,3870,25/861,,236UA54361,1994.0,3.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,MASSEY,168,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIMAKARIRI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,GREEN,TRACTOR,2000,,,118267,1994.0,10.0,0.0,0,RE-REG,UNKNOWN,,JOHN DEERE,B,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,HURUNUI DISTRICT,7483,,0,TRACTOR,OTHER,1941,,0,,,,
,BLUE,TRACTOR,1500,,,547551,1994.0,12.0,0.0,0,RE-REG,UNKNOWN,,ISEKI,SX95,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTH TARANAKI DISTRICT,0,,0,TRACTOR,OTHER,1990,,0,,,,
,YELLOW,TRACTOR,3293,,,6914684M07,1976.0,4.0,0.0,0,NEW,PRIVATE,,FORD,4500,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMATE DISTRICT,7988,,0,TRACTOR,OTHER,1976,,0,,,,
,GREY,TRACTOR,4200,TEA3517,,SL57662E,1976.0,10.0,0.0,0,NEW,PRIVATE,,FERGUSON,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTH WAIRARAPA DISTRICT,5711,,0,TRACTOR,OTHER,1954,,0,,,,
,ORANGE,TRACTOR,2695,42971,,355011,1978.0,6.0,0.0,0,NEW,UNKNOWN,,DAVID BROWN,885,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,3473,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,123,42807J,,122776,1980.0,5.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,140,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,0,,0,TRACTOR,OTHER,1966,,0,,,,
,GREEN,TRACTOR,2000,194824L,,241157CD,1979.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,1120,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,ROTORUA DISTRICT,3083,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,BLUE,TRACTOR,6500,,,1312638,1980.0,6.0,0.0,0,NEW,UNKNOWN,,FORDSON,TRACTOR MAJO,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,THAMES-COROMANDEL DISTRICT,0,,0,TRACTOR,OTHER,1956,,0,,,,
,ORANGE,TRACTOR,3595,5420,,4928,1981.0,4.0,0.0,0,NEW,UNKNOWN,,ZETOR,5945Q,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1981,,0,,,,
,BLUE,TRACTOR,3818,,,RDO13412E5,1983.0,3.0,3501.0,0,NEW,UNKNOWN,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7691,,0,TRACTOR,OTHER,1967,,0,,,,
,BLUE,TRACTOR,2133,119983,,000093,1983.0,5.0,3501.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,2100,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAPITI COAST DISTRICT,5036,,0,TRACTOR,OTHER,1983,,0,,,,
,ORANGE,TRACTOR,2598,RU20499,,SN2605,1983.0,8.0,0.0,0,NEW,UNKNOWN,,KUBOTA,M4050,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4472,,0,TRACTOR,AGRICULTURAL,1983,,0,,,,
,RED,TRACTOR,4067,283027,,922333,1984.0,5.0,0.0,0,NEW,PRIVATE,,FERGUSON,690,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,4371,,0,TRACTOR,AGRICULTURAL,1984,,0,,,,
,YELLOW,TRACTOR,4100,D207727,,D207727,1988.0,1.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FORD,550,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NEW ZEALAND,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1980,,0,,,,
,RED,TRACTOR,1850,6101,,S1445E,1987.0,9.0,0.0,0,RE-REG,BUSINESS/FINANCIAL,,MASSEY,TEA,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGANUI DISTRICT,4500,,0,TRACTOR,OTHER,1947,,0,,,,
,RED,TRACTOR,0,FBK1012,,FBK100061,1990.0,2.0,0.0,0,RE-REG,UNKNOWN,,FARMALL,M,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,WAIKATO DISTRICT,0,,0,TRACTOR,OTHER,1945,,0,,,,
,RED,TRACTOR,3860,222837,,LD2278449447866,1989.0,7.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,275,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIPA DISTRICT,3876,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,5883,JJF1008,,X52111336,1991.0,5.0,0.0,0,NEW,PRIVATE,,CASE,5130 IH,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,ASHBURTON DISTRICT,7777,,0,TRACTOR,OTHER,1991,,0,,,,
,RED,TRACTOR,3500,WBK6026,,WBKM4733,1991.0,4.0,0.0,0,RE-REG,UNKNOWN,,CUSTOMBUILT,MCCORMICK DEERING W6,PETROL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,ASHBURTON DISTRICT,7700,,0,TRACTOR,OTHER,1943,,0,,,,
,BLUE,TRACTOR,4193,B140043,,2301360G24,1994.0,1.0,0.0,0,RE-REG,UNKNOWN,,FORD,5000 6Y,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SELWYN DISTRICT,7571,,0,TRACTOR,OTHER,1971,,0,,,,
,RED,TRACTOR,5200,124561A,,124561ASX,1993.0,12.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,TASMAN DISTRICT,7081,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,4000,5091,,DT2D115705,1993.0,12.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,784 TA,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,STRATFORD DISTRICT,4394,,0,TRACTOR,OTHER,1979,,0,,,,
,BLUE,TRACTOR,3200,1750060,,175NN6015,1993.0,11.0,0.0,0,RE-REG,UNKNOWN,,FORD,7600,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTH WAIKATO DISTRICT,3491,,0,TRACTOR,OTHER,1978,,0,,,,
,BLUE,TRACTOR,4393,BD19823,,355295-2E28,1993.0,10.0,0.0,0,NEW,PRIVATE,,FORD,5640X2 SL CAB,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9871,,0,TRACTOR,OTHER,1993,,0,,,,
,RED,TRACTOR,3327,F503935,,F503935,1993.0,12.0,0.0,0,NEW,PRIVATE,,MASSEY,FERGUSON,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,7672,,0,TRACTOR,OTHER,1965,,0,,,,
,YELLOW,TRACTOR,3300,561,,9590,1969.0,10.0,1999.0,0,NEW,UNKNOWN,,HOUGH,H30,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,QUEENSTOWN-LAKES DISTRICT,0,,0,TRACTOR,OTHER,1969,,0,,,,
,BLUE,TRACTOR,4000,1415085,,,1957.0,5.0,0.0,0,NEW,UNKNOWN,,FORDSON,MAJOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1957,,0,,,,
,BLUE,TRACTOR,3200,1335024,,,1963.0,7.0,0.0,0,NEW,PRIVATE,,FORD,DEXTA,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,882,,0,TRACTOR,AGRICULTURAL,1963,,0,,,,
,BLUE,TRACTOR,3700,,,1406327,1957.0,7.0,0.0,0,NEW,UNKNOWN,,FORDSON,MAJOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,9310,,0,TRACTOR,OTHER,1957,,0,,,,
,ORANGE,TRACTOR,2592,507525,,,1973.0,1.0,0.0,0,NEW,UNKNOWN,,FIAT,500/8DT,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MANAWATU DISTRICT,4774,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,RED,TRACTOR,4500,TDCB538,,,1962.0,7.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,1959,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CLUTHA DISTRICT,0,,0,TRACTOR,OTHER,1962,,0,,,,
,RED,TRACTOR,3750,FHG7141,,236UA1426,1967.0,9.0,0.0,0,NEW,PRIVATE,,MASSEY,175,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,SOUTHLAND DISTRICT,0,,0,TRACTOR,OTHER,1967,,0,,,,
,BLUE,TRACTOR,4193,B214090,,,1974.0,3.0,0.0,0,NEW,UNKNOWN,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,OTHER,1974,,0,,,,
,BLUE,TRACTOR,2868,B228243,,621750,1974.0,10.0,0.0,0,NEW,PRIVATE,,FORD,3000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7472,,0,TRACTOR,OTHER,1974,,0,,,,
,YELLOW,TRACTOR,3293,B238922,,,1975.0,6.0,0.0,0,NEW,UNKNOWN,,FORD,4500,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2120,,0,TRACTOR,AGRICULTURAL,1975,,0,,,,
,BLUE,TRACTOR,300,,,4730303410,1976.0,1.0,1999.0,0,NEW,PRIVATE,,FORD,5000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MACKENZIE DISTRICT,7925,,0,TRACTOR,OTHER,1976,,0,,,,
