alternative_motive_power,basic_colour,body_type,cc_rating,chassis7,class,engine_number,first_nz_registration_year,first_nz_registration_month,gross_vehicle_mass,height,import_status,industry_class,industry_model_code,make,model,motive_power,mvma_model_code,number_of_axles,number_of_seats,nz_assembled,original_country,power_rating,previous_country,road_transport_code,submodel,tla,postcode,transmission_type,vdam_weight,vehicle_type,vehicle_usage,vehicle_year,vin11,width,synthetic_greenhouse_gas,fc_combined,fc_urban,fc_extra_urban
,RED,TRACTOR,2120,F100812,,,1971.0,12.0,0.0,0,NEW,PRIVATE,,MASSEY,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,0,,0,TRACTOR,AGRICULTURAL,1971,,0,,,,
,WHITE,TRACTOR,2695,885/1/6,,35501126096,1974.0,8.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,885,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAURAKI DISTRICT,3681,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,2600,M463649,,152UA443874DL,1976.0,1.0,0.0,0,NEW,UNKNOWN,,MASSEY,135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NAPIER CITY,0,,0,TRACTOR,OTHER,1976,,0,,,,
,YELLOW,TRACTOR,2999,,,A313131,1977.0,7.0,0.0,0,NEW,UNKNOWN,,FORD,420,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,0,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
,BLUE,TRACTOR,3868,7TX1688,,236E18159L,1978.0,5.0,0.0,0,NEW,UNKNOWN,,HOMEBUILT,TRACTOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TAURANGA CITY,3112,,0,TRACTOR,OTHER,1978,,0,,,,
,RED,TRACTOR,4200,1951280,,,1979.0,10.0,0.0,0,NEW,PRIVATE,,MASSEY,TRACTOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,QUEENSTOWN-LAKES DISTRICT,9305,,0,TRACTOR,OTHER,1959,,0,,,,
,RED,TRACTOR,2133,10327,,19187,1980.0,11.0,0.0,0,NEW,UNKNOWN,,TRACTOR,SHIBAURA,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,0,,0,TRACTOR,OTHER,1980,,0,,,,
,GREEN,TRACTOR,5655,7621332,,6331805,1984.0,7.0,0.0,0,NEW,UNKNOWN,,HOMEBUILT,DX110A,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9412,,0,TRACTOR,OTHER,1983,,0,,,,
,RED,TRACTOR,4200,2210114,,19896ASX,1984.0,10.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TAURANGA CITY,3110,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,3911,298702B,,239D670490,1985.0,8.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,6854WD,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,3284,,0,TRACTOR,OTHER,1983,,0,,,,
,GREEN,TRACTOR,5700,401,,,1985.0,12.0,0.0,0,RE-REG,PRIVATE,,FORD,TRACTOR,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,874,,0,TRACTOR,OTHER,1985,,0,,,,
,BROWN,TRACTOR,3456,804504X,,804504X276729603,1989.0,11.0,0.0,0,RE-REG,PRIVATE,,FIAT,TRACTOR,DIESEL,,0,0,UNKNOWN,ITALY,0,NEW ZEALAND,,,HAMILTON CITY,3288,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,2000,TEA2615,,OA1235,1990.0,6.0,0.0,0,USED,PRIVATE,,MASSEY FERGUSON,TEA 26,PETROL,,0,0,UNKNOWN,NEW ZEALAND,0,OTHER,,,MASTERTON DISTRICT,5810,,0,TRACTOR,AGRICULTURAL,1965,,0,,,,
,RED,TRACTOR,4700,Z189039,,Y5124E,1990.0,12.0,0.0,0,USED,UNKNOWN,,MASSEY FERGUSON,285,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,OTHER,,,TIMARU DISTRICT,7920,,0,TRACTOR,AGRICULTURAL,1984,,0,,,,
,ORANGE,TRACTOR,7500,51283,,82903,1991.0,7.0,0.0,0,RE-REG,PRIVATE,,KUBOTA,M6950DT,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,QUEENSTOWN-LAKES DISTRICT,9305,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,2000,4461,,ED264/17734,1993.0,7.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,SBWD6,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,INVERCARGILL CITY,9876,,0,TRACTOR,OTHER,1958,,0,,,,
,ORANGE,TRACTOR,2800,1017494,,736331,1994.0,1.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FIAT,5566S,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,NEW PLYMOUTH DISTRICT,4374,,0,TRACTOR,OTHER,1993,,0,,,,
,ORANGE,TRACTOR,8500,51452,,,1995.0,5.0,0.0,0,RE-REG,PRIVATE,,KUBOTA,M8950,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,NEW PLYMOUTH DISTRICT,4371,,0,TRACTOR,AGRICULTURAL,1990,,0,,,,
,RED,TRACTOR,3125,5GM2215,,4680,1959.0,11.0,0.0,0,NEW,PRIVATE,,MASSEY,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HAMILTON CITY,3281,,0,TRACTOR,OTHER,1958,,0,,,,
,ORANGE,TRACTOR,2399,1173326,,365362,1973.0,6.0,0.0,0,NEW,UNKNOWN,,FIAT,MD,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TASMAN DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1972,,0,,,,
,BLUE,TRACTOR,2800,1434075,,,1965.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORDSON,1958,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,DUNEDIN CITY,9076,,0,TRACTOR,AGRICULTURAL,1958,,0,,,,
,RED,TRACTOR,2500,SNMYW37,,19D7065C,1964.0,1.0,0.0,0,NEW,PRIVATE,,MASSEY,MASSEY FURG,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,9874,,0,TRACTOR,OTHER,1964,,0,,,,
,BLUE,TRACTOR,2868,,,22075,1974.0,7.0,0.0,0,NEW,PRIVATE,,FORD,3000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,974,,0,TRACTOR,OTHER,1974,,0,,,,
,RED,TRACTOR,3915,103867,,80417,1975.0,8.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,574TA,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TIMARU DISTRICT,7991,,0,TRACTOR,OTHER,1975,,0,,,,
,BLUE,TRACTOR,3293,295906,,D155423,1977.0,6.0,0.0,0,NEW,PRIVATE,,FORD,4600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9491,,0,TRACTOR,OTHER,1977,,0,,,,
,GREEN,TRACTOR,405,42304-3,,,1977.0,6.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,9876,,0,TRACTOR,OTHER,1977,,0,,,,
,RED,TRACTOR,3912,,,5309,1983.0,5.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,684,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4475,,0,TRACTOR,OTHER,1980,,0,,,,
,GREEN,TRACTOR,3920,471504L,,555840CD,1983.0,4.0,0.0,0,NEW,PRIVATE,,JOHN DEERE,1640,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MARLBOROUGH DISTRICT,7275,,0,TRACTOR,OTHER,1983,,0,,,,
,RED,TRACTOR,7000,B010773,,671678,1984.0,10.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,685,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4473,,0,TRACTOR,OTHER,1984,,0,,,,
,YELLOW,TRACTOR,3860,A2008,,LD31163UO94604N,1986.0,10.0,0.0,0,NEW,PRIVATE,,MASSEY,FERGUSON 50H,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WELLINGTON CITY,6037,,0,TRACTOR,OTHER,1986,,0,,,,
,RED,TRACTOR,2000,6342,,6342,1986.0,8.0,0.0,0,RE-REG,UNKNOWN,,FARMALL,A,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,AUCKLAND,2102,,0,TRACTOR,OTHER,1940,,0,,,,
,BROWN,TRACTOR,3613,885542,,153556,1987.0,2.0,0.0,0,NEW,UNKNOWN,,FIAT,TRACTOR,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,WESTERN BAY OF PLENTY DISTRICT,3178,,0,TRACTOR,OTHER,1987,,0,,,,
,BLUE,TRACTOR,2000,50129,,4DQ5139258,1987.0,8.0,0.0,0,NEW,UNKNOWN,,MITSUBISHI,MT450ID,PETROL,,0,0,UNKNOWN,JAPAN,0,NONE,,,MASTERTON DISTRICT,5810,,0,TRACTOR,AGRICULTURAL,1986,,0,,,,
,YELLOW,TRACTOR,3990,3GX3471,OTH,519011T,1989.0,7.0,0.0,0,NEW,CONSTRUCTING,,CUSTOMBUILT,JCB 3CX,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,8053,,0,TRACTOR,OTHER,1989,,0,,,,
,BLUE,TRACTOR,3595,,,505885,1990.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,ISEKI,6500E,DIESEL,,0,0,UNKNOWN,JAPAN,0,NONE,,,HASTINGS DISTRICT,4180,,0,TRACTOR,AGRICULTURAL,1982,,0,,,,
,RED,TRACTOR,250,101136,,119736,1991.0,8.0,0.0,0,NEW,PRIVATE,,SUZUKI,LTF250M,PETROL,,0,0,UNKNOWN,JAPAN,0,NONE,,,MANAWATU DISTRICT,4822,,0,TRACTOR,OTHER,1991,,0,,,,
,WHITE,TRACTOR,3000,990A446,,AD434714,1993.0,11.0,0.0,0,RE-REG,UNKNOWN,,DAVID BROWN,990,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,HOROWHENUA DISTRICT,5510,,0,TRACTOR,OTHER,1965,,0,,,,
,GREY,TRACTOR,55,854743,,2967725C,1994.0,2.0,0.0,0,RE-REG,PRIVATE,,MASSEY,FERGUSON MK 2 65,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,WAIKATO DISTRICT,3792,,0,TRACTOR,AGRICULTURAL,1969,,0,,,,
,BLUE,TRACTOR,5000,BD46257,,4007373D26,1994.0,4.0,0.0,0,NEW,PRIVATE,,FORD,7740-SL DP CAB,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIMAKARIRI DISTRICT,7471,,0,TRACTOR,OTHER,1994,,0,,,,
,BLUE,TRACTOR,4000,T3D5NN6,,UNKNOWN,1994.0,8.0,0.0,0,RE-REG,UNKNOWN,,FORD,6600,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,ASHBURTON DISTRICT,0,,0,TRACTOR,OTHER,1978,,0,,,,
,BLUE,TRACTOR,3610,EIADKN4,,1539450,1995.0,2.0,0.0,0,NEW,UNKNOWN,,FORDSON,POWER MAJOR,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TIMARU DISTRICT,7992,,0,TRACTOR,AGRICULTURAL,1963,,0,,,,
,RED,TRACTOR,3474,F100790,,108831,1971.0,12.0,0.0,0,NEW,PRIVATE,,MASSEY,165,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WHANGAREI DISTRICT,0,,0,TRACTOR,OTHER,1971,,0,,,,
,RED,TRACTOR,4067,732243E,,248UA8950,1969.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,178,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,HASTINGS DISTRICT,4102,,0,TRACTOR,AGRICULTURAL,1969,,0,,,,
,YELLOW,TRACTOR,3320,5H30072,,MS3L4095964CD,1972.0,7.0,3501.0,0,NEW,PRIVATE,,JOHN DEERE,2020,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4884,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,2186,D47042,,SF46693EHD,1966.0,7.0,0.0,0,NEW,UNKNOWN,,MASSEY,135,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NAPIER CITY,0,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,5625,152UA15,,,1969.0,12.0,0.0,0,NEW,UNKNOWN,,MASSEY,MASSEY FERG,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CHRISTCHURCH CITY,8051,,0,TRACTOR,OTHER,1969,,0,,,,
,ORANGE,TRACTOR,0,65M3004,,,1971.0,11.0,1999.0,0,NEW,PRIVATE,,NUFFIELD,4/65,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,0,,0,TRACTOR,OTHER,1971,,0,,,,
,RED,TRACTOR,3500,,,BTC11116,1963.0,6.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,FARMALL SBM,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,GORE DISTRICT,9772,,0,TRACTOR,OTHER,1963,,0,,,,
,RED,TRACTOR,3300,A818154,,212UA11732,1968.0,12.0,0.0,0,NEW,UNKNOWN,,MASSEY,MF3305,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,4474,,0,TRACTOR,OTHER,1968,,0,,,,
,RED,TRACTOR,3915,109646,,89852,1976.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,OTOROHANGA DISTRICT,3973,,0,TRACTOR,OTHER,1976,,0,,,,
,RED,TRACTOR,0,E23MO25,,5126M03280,1981.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY,FERGUSON,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,DUNEDIN CITY,9076,,0,TRACTOR,OTHER,1981,,0,,,,
,GREEN,TRACTOR,359,437440L,,517167CD,1983.0,9.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,3140,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,TARARUA DISTRICT,0,,0,TRACTOR,OTHER,1983,,0,,,,
,ORANGE,TRACTOR,0,50227,,3305,1984.0,9.0,0.0,0,NEW,PRIVATE,,KUBOTA,L305DT,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7476,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,4390,9315,,077431,1991.0,10.0,0.0,0,NEW,UNKNOWN,,CASE,IH 895 XL,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,CHRISTCHURCH CITY,8051,,0,TRACTOR,OTHER,1991,,0,,,,
,RED,TRACTOR,0,,,2310011B008910,1992.0,4.0,0.0,0,RE-REG,UNKNOWN,,INTERNATIONAL,574,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NEW ZEALAND,,,INVERCARGILL CITY,9876,,0,TRACTOR,OTHER,1974,,0,,,,
,GREEN,TRACTOR,3920,,,CD4239T941147,1992.0,2.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,2850 HC,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,ASHBURTON DISTRICT,7772,,0,TRACTOR,OTHER,1992,,0,,,,
,BLUE,TRACTOR,3500,D1014C,,D1014C,1992.0,11.0,0.0,0,RE-REG,UNKNOWN,,FORD,4000,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MATAMATA-PIAKO DISTRICT,3375,,0,TRACTOR,OTHER,1973,,0,,,,
,GREEN,TRACTOR,5900,318647C,,262312L,1992.0,6.0,0.0,0,RE-REG,UNKNOWN,,JOHN DEERE,1630,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,SOUTHLAND DISTRICT,9891,,0,TRACTOR,OTHER,1979,,0,,,,
,RED,TRACTOR,8300,ABJ0065,,44880456T830,1993.0,10.0,0.0,0,NEW,UNKNOWN,,CASE,711OA,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,GISBORNE DISTRICT,0,,0,TRACTOR,OTHER,1993,,0,,,,
,RED,TRACTOR,2000,FBH1246,,FBH124694X3,1994.0,2.0,0.0,0,RE-REG,PRIVATE,,INTERNATIONAL,FARMALL,PETROL,,0,0,UNKNOWN,OTHER,0,NONE,,,WESTERN BAY OF PLENTY DISTRICT,3170,,0,TRACTOR,OTHER,1943,,0,,,,
,RED,TRACTOR,6000,CALHL00,,YA31240-U560696,1994.0,3.0,0.0,0,NEW,UNKNOWN,,MASSEY FERGUSON,399,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WAIPA DISTRICT,3495,,0,TRACTOR,OTHER,1993,,0,,,,
,RED,TRACTOR,289,MT370-1,,141081,1995.0,2.0,0.0,0,NEW,UNKNOWN,,BELARUS,920 SERIES,DIESEL,,0,0,UNKNOWN,USSR - RUSSIA,0,NONE,,,LOWER HUTT CITY,5014,,0,TRACTOR,OTHER,1981,,0,,,,
,GREEN,TRACTOR,3900,4239DC0,,307692CD,1995.0,4.0,0.0,0,RE-REG,PRIVATE,,JOHN DEERE,2130,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,MARLBOROUGH DISTRICT,7220,,0,TRACTOR,OTHER,1984,,0,,,,
,RED,TRACTOR,5900,JJF1032,,52143013,1994.0,10.0,0.0,0,NEW,PRIVATE,,CUSTOMBUILT,CDC 6-590 MAXXUM 513,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,WAIMAKARIRI DISTRICT,7692,,0,TRACTOR,OTHER,1994,,0,,,,
,RED,TRACTOR,4280,B500002,,206DT20328888,1995.0,3.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,585,DIESEL,,0,0,UNKNOWN,NEW ZEALAND,0,NONE,,,WAITAKI DISTRICT,0,,0,TRACTOR,OTHER,1985,,0,,,,
,RED,TRACTOR,3860,206016,,536002,1995.0,5.0,0.0,0,USED,UNKNOWN,,MASSEY FERGUSON,3065,DIESEL,,0,0,UNKNOWN,FRANCE,0,UNITED KINGDOM,,,SOUTH TARANAKI DISTRICT,4322,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,BLUE,TRACTOR,3294,045410,,,1974.0,7.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FORD,4000,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9492,,0,TRACTOR,OTHER,1966,,0,,,,
,RED,TRACTOR,3382,103099,,150092,1975.0,2.0,0.0,0,NEW,PRIVATE,,INTERNATIONAL,474,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NEW PLYMOUTH DISTRICT,4312,,0,TRACTOR,OTHER,1975,,0,,,,
,GREEN,TRACTOR,6620,4430H06,,6404TR09532726RC,1977.0,5.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,4430,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIMAKARIRI DISTRICT,7691,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
,YELLOW,TRACTOR,1000,,,,1982.0,1.0,0.0,0,NEW,UNKNOWN,,TRACTOR,HOMEMADE,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,CENTRAL OTAGO DISTRICT,9310,,0,TRACTOR,OTHER,1982,,0,,,,
,ORANGE,TRACTOR,4000,DM7822,,6247611,1995.0,4.0,0.0,0,RE-REG,PRIVATE,,CHAMBERLAIN,9G,DIESEL,,0,0,UNKNOWN,AUSTRALIA,0,NONE,,,TARARUA DISTRICT,4998,,0,TRACTOR,OTHER,1960,,0,,,,
,ORANGE,TRACTOR,7500,11800,,8463,1982.0,6.0,0.0,0,NEW,PRIVATE,,KUBOTA,4500DT,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAITAKI DISTRICT,9492,,0,TRACTOR,OTHER,1982,,0,,,,
,ORANGE,TRACTOR,3548,1390101,,22000211375219,1982.0,7.0,0.0,0,NEW,PRIVATE,,DAVID BROWN,CASE,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2571,,0,TRACTOR,OTHER,1982,,0,,,,
,BLUE,TRACTOR,3600,,,D4NN6015F,1984.0,2.0,3501.0,0,NEW,UNKNOWN,,FORD,3600,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,NELSON CITY,7011,,0,TRACTOR,OTHER,1977,,0,,,,
,WHITE,TRACTOR,3045,812901/,,44900112452,1970.0,2.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,DAVID BROWN,990A,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,KAIKOURA DISTRICT,7373,,0,TRACTOR,OTHER,1970,,0,,,,
,RED,TRACTOR,3610,1536148,,,1969.0,10.0,0.0,0,NEW,UNKNOWN,,FORDSON,MAJOR,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WESTERN BAY OF PLENTY DISTRICT,3189,,0,TRACTOR,OTHER,1960,,0,,,,
,YELLOW,TRACTOR,3861,3LX3165,,048718M,1987.0,1.0,0.0,0,NEW,UNKNOWN,,CUSTOMBUILT,3CX,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTH WAIKATO DISTRICT,0,,0,TRACTOR,OTHER,1986,,0,,,,
,WHITE,TRACTOR,0,9951923,,45505133519,1987.0,11.0,0.0,0,RE-REG,PRIVATE,,DAVID BROWN,995,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTHLAND DISTRICT,9683,,0,TRACTOR,OTHER,1972,,0,,,,
,RED,TRACTOR,0,,,SJ12340ED,1988.0,1.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,135,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,WHANGAREI DISTRICT,112,,0,TRACTOR,OTHER,1968,,0,,,,
,RED,TRACTOR,4900,148-606,,152UA-19911DSL,1990.0,1.0,0.0,0,RE-REG,UNKNOWN,,MASSEY FERGUSON,148,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,TARARUA DISTRICT,0,,0,TRACTOR,OTHER,1979,,0,,,,
,RED,TRACTOR,2200,,,F38169,1991.0,12.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,DAVID BROWN,CROP MASTER,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,HAMILTON CITY,3286,,0,TRACTOR,OTHER,1950,,0,,,,
,ORANGE,TRACTOR,3000,540/8S/,,8035,1994.0,2.0,0.0,0,RE-REG,AGRICULTURE/FORESTRY/FISHING,,FIAT,540,DIESEL,,0,0,UNKNOWN,ITALY,0,NONE,,,SELWYN DISTRICT,7571,,0,TRACTOR,OTHER,1980,,0,,,,
,RED,TRACTOR,4070,5008B24,,4573863X,1993.0,10.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,MASSEY,FERGUSON 390,DIESEL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,SOUTHLAND DISTRICT,9691,,0,TRACTOR,OTHER,1993,,0,,,,
,GREEN,TRACTOR,3000,1850U77,,CD3179DL016976225,1994.0,1.0,0.0,0,NEW,UNKNOWN,,JOHN DEERE,1850,DIESEL,,0,0,UNKNOWN,GERMANY,0,NONE,,,PALMERSTON NORTH CITY,4476,,0,TRACTOR,AGRICULTURAL,1993,,0,,,,
,BLUE,TRACTOR,4200,1144339,,1144339,1994.0,3.0,0.0,0,RE-REG,UNKNOWN,,FORDSON,MAJOR,PETROL,,0,0,UNKNOWN,UNITED KINGDOM,0,NONE,,,MACKENZIE DISTRICT,7987,,0,TRACTOR,OTHER,1950,,0,,,,
,GREEN,TRACTOR,7600,RW7800P,,RG6076TS22449,1994.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,JOHN DEERE,7800,DIESEL,,0,0,UNKNOWN,UNITED STATES,0,NONE,,,RANGITIKEI DISTRICT,0,,0,TRACTOR,OTHER,1994,,0,,,,
,RED,TRACTOR,2500,17700,,85637,1968.0,10.0,0.0,0,NEW,UNKNOWN,,INTERNATIONAL,434,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,PALMERSTON NORTH CITY,0,,0,TRACTOR,OTHER,1968,,0,,,,
,RED,TRACTOR,4375,148615,,193593D,1970.0,7.0,0.0,0,NEW,UNKNOWN,,FERGUSON,MF135,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,WAIKATO DISTRICT,0,,0,TRACTOR,OTHER,1970,,0,,,,
,GREY,TRACTOR,2800,86658E,,,1955.0,8.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,FERGUSON,,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,INVERCARGILL CITY,9879,,0,TRACTOR,OTHER,1955,,0,,,,
,RED,TRACTOR,4000,8249,,164550,1973.0,7.0,3501.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,INTERNATIONAL,454,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,RANGITIKEI DISTRICT,4787,,0,TRACTOR,AGRICULTURAL,1973,,0,,,,
,RED,TRACTOR,3413,136288,,212UA175660,1975.0,7.0,0.0,0,NEW,PRIVATE,,MASSEY,MASSEY FERG,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,OTOROHANGA DISTRICT,3975,,0,TRACTOR,OTHER,1975,,0,,,,
,YELLOW,TRACTOR,4193,B238921,,,1975.0,9.0,0.0,0,NEW,UNKNOWN,,FORD,4500,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,AUCKLAND,2678,,0,TRACTOR,OTHER,1975,,0,,,,
,BLUE,TRACTOR,3860,270N/20,,98NT1777/34768,1976.0,12.0,0.0,0,NEW,AGRICULTURE/FORESTRY/FISHING,,LEYLAND,270,DIESEL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,MATAMATA-PIAKO DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1976,,0,,,,
,BLUE,TRACTOR,2868,B296242,,,1977.0,9.0,0.0,0,NEW,UNKNOWN,,FORD,3600,PETROL,,0,0,UNKNOWN,NOT KNOWN,0,NONE,,,RUAPEHU DISTRICT,0,,0,TRACTOR,AGRICULTURAL,1977,,0,,,,
