tla,weighted_tractor_count,annual_diesel_litres,weighted_scr_tractor_count,scr_diesel_litres,regional_diesel_ml,regional_scr_diesel_ml,def_low_ml,def_central_ml,def_high_ml,scenario_name
CARTERTON DISTRICT,126.71879058284951,941813.9379084541,30.405401474512587,393867.27746773174,0.9418139379084541,0.39386727746773176,0.011816018324031952,0.01575469109870927,0.019693363873386587,accelerated_modernization
CENTRAL HAWKE'S BAY DISTRICT,212.0013218261553,1602402.0849060698,54.38199964185844,709355.1506139543,1.6024020849060698,0.7093551506139543,0.02128065451841863,0.02837420602455817,0.03546775753069772,accelerated_modernization
CENTRAL OTAGO DISTRICT,466.7035038640905,3498641.241394793,117.43575744816255,1522295.2151508976,3.498641241394793,1.5222952151508977,0.045668856454526924,0.06089180860603591,0.07611476075754488,accelerated_modernization
CHRISTCHURCH CITY,910.2324161618305,6667424.857050524,220.2968953309762,2871508.429530429,6.667424857050524,2.8715084295304294,0.08614525288591288,0.11486033718121717,0.14357542147652147,accelerated_modernization
CLUTHA DISTRICT,536.8790288724092,3981195.408226435,130.93398717542914,1695503.6197809817,3.981195408226435,1.6955036197809816,0.050865108593429444,0.06782014479123927,0.08477518098904908,accelerated_modernization
DUNEDIN CITY,429.2020491315995,3069758.602709096,94.82846620535389,1223267.2506430023,3.0697586027090957,1.2232672506430022,0.03669801751929007,0.0489306900257201,0.061163362532150115,accelerated_modernization
FAR NORTH DISTRICT,412.2182423402806,2849589.2010648046,81.45712523820116,1046841.354953799,2.8495892010648047,1.0468413549537992,0.03140524064861397,0.04187365419815196,0.05234206774768996,accelerated_modernization
GISBORNE DISTRICT,499.97360456645214,3551169.208165539,109.6340307747692,1417693.7380793088,3.551169208165539,1.4176937380793089,0.04253081214237926,0.056707749523172354,0.07088468690396545,accelerated_modernization
GORE DISTRICT,621.7518611502518,4674096.119883652,159.3508640572776,2069607.4619526449,4.674096119883652,2.069607461952645,0.062088223858579344,0.08278429847810578,0.10348037309763225,accelerated_modernization
GREY DISTRICT,115.42613003486466,838674.5768136162,26.398915904575702,342186.4484514155,0.8386745768136162,0.3421864484514155,0.010265593453542466,0.01368745793805662,0.017109322422570777,accelerated_modernization
HAMILTON CITY,861.3882938515482,6610887.896132117,232.4766699164245,3036327.233333246,6.610887896132117,3.036327233333246,0.09108981699999738,0.12145308933332984,0.1518163616666623,accelerated_modernization
HASTINGS DISTRICT,771.7659136619548,5985604.596760672,217.72592466050884,2857069.3929911167,5.9856045967606715,2.8570693929911166,0.0857120817897335,0.11428277571964468,0.14285346964955584,accelerated_modernization
HAURAKI DISTRICT,288.3315059921745,2073334.5986405413,66.12985025946764,858169.2976972044,2.073334598640541,0.8581692976972044,0.02574507893091613,0.03432677190788818,0.04290846488486022,accelerated_modernization
HOROWHENUA DISTRICT,382.05556753130236,2749550.7415918075,86.18144271421717,1113519.3521398294,2.7495507415918072,1.1135193521398294,0.03340558056419488,0.04454077408559318,0.05567596760699147,accelerated_modernization
HURUNUI DISTRICT,323.0692323905395,2357921.1127711073,74.32578577775453,960251.3006774153,2.3579211127711073,0.9602513006774154,0.02880753902032246,0.03841005202709662,0.048012565033870774,accelerated_modernization
INVERCARGILL CITY,845.9160075431454,6336916.387123297,213.9059413095033,2778859.5084913946,6.336916387123297,2.7788595084913945,0.08336578525474184,0.11115438033965579,0.13894297542456974,accelerated_modernization
KAIKOURA DISTRICT,60.350164344238564,404695.3107525578,11.040595827353386,141053.38696707052,0.4046953107525578,0.1410533869670705,0.004231601609012116,0.00564213547868282,0.007052669348353527,accelerated_modernization
KAIPARA DISTRICT,296.02827220476456,2052655.9204389509,58.523879045318594,749314.903132628,2.052655920438951,0.7493149031326279,0.022479447093978838,0.029972596125305118,0.0374657451566314,accelerated_modernization
KAPITI COAST DISTRICT,119.08142340566627,788073.3189132666,21.52422794546663,277695.0722594303,0.7880733189132666,0.2776950722594303,0.008330852167782909,0.011107802890377211,0.013884753612971515,accelerated_modernization
KAWERAU DISTRICT,5.028401204787997,31688.200364964687,0.6887848667007325,8946.661194321969,0.03168820036496469,0.008946661194321968,0.000268399835829659,0.00035786644777287876,0.00044733305971609845,accelerated_modernization
LOWER HUTT CITY,39.26108811759057,284974.04956228007,8.815566938015792,114200.07522149652,0.28497404956228006,0.11420007522149651,0.0034260022566448955,0.004568003008859861,0.0057100037610748255,accelerated_modernization
MACKENZIE DISTRICT,187.65783566349472,1401614.1038980354,46.59475441812966,602664.522153445,1.4016141038980354,0.602664522153445,0.018079935664603353,0.0241065808861378,0.030133226107672252,accelerated_modernization
MANAWATU DISTRICT,383.8805722953612,2890322.3260367243,97.73702911961722,1267200.5602892153,2.890322326036724,1.2672005602892153,0.03801601680867646,0.05068802241156861,0.06336002801446076,accelerated_modernization
MARLBOROUGH DISTRICT,1412.8133844334366,10939574.5517004,385.9939368951617,5029911.57932828,10.9395745517004,5.02991157932828,0.1508973473798484,0.2011964631731312,0.251495578966414,accelerated_modernization
MASTERTON DISTRICT,197.97359628602885,1435449.8002405937,44.925367604019556,581324.8987506076,1.4354498002405938,0.5813248987506077,0.017439746962518227,0.023252995950024304,0.029066244937530385,accelerated_modernization
MATAMATA-PIAKO DISTRICT,1090.8343014353586,8231549.009722415,277.63896620570017,3609637.15656475,8.231549009722416,3.60963715656475,0.10828911469694248,0.14438548626258998,0.1804818578282375,accelerated_modernization
NAPIER CITY,238.36879350756354,1759888.2470355758,57.80410571881626,749093.7477436212,1.759888247035576,0.7490937477436213,0.02247281243230864,0.02996374990974485,0.03745468738718106,accelerated_modernization
NELSON CITY,111.55933931646068,779914.3589013102,23.53860299200918,304554.2458782891,0.7799143589013102,0.3045542458782891,0.009136627376348674,0.012182169835131564,0.015227712293914456,accelerated_modernization
NEW PLYMOUTH DISTRICT,522.9005177726485,3601260.5959788645,101.76473736739926,1302317.8602899574,3.6012605959788644,1.3023178602899574,0.039069535808698715,0.052092714411598295,0.06511589301449787,accelerated_modernization
OPOTIKI DISTRICT,117.95395062300415,828128.8761344745,24.88554449851603,320970.21158349694,0.8281288761344745,0.3209702115834969,0.009629106347504909,0.012838808463339877,0.01604851057917485,accelerated_modernization
OTOROHANGA DISTRICT,268.179886942269,1979304.2526334305,66.09081866675633,858845.9754998013,1.9793042526334306,0.8588459754998014,0.025765379264994042,0.034353839019992054,0.04294229877499007,accelerated_modernization
PALMERSTON NORTH CITY,742.2436245459617,5471261.111306377,178.72510686475516,2325320.7288257387,5.471261111306377,2.3253207288257385,0.06975962186477215,0.09301282915302955,0.11626603644128694,accelerated_modernization
PORIRUA CITY,50.5593880532853,384438.9021414183,12.977481551012456,168796.6997114045,0.3844389021414183,0.1687966997114045,0.005063900991342135,0.0067518679884561806,0.008439834985570225,accelerated_modernization
QUEENSTOWN-LAKES DISTRICT,210.08311626201117,1538203.5722079617,48.9844781229944,631377.6608205575,1.5382035722079617,0.6313776608205575,0.018941329824616725,0.0252551064328223,0.031568883041027875,accelerated_modernization
RANGITIKEI DISTRICT,352.959699402742,2658100.869767887,90.73476131929954,1182738.180317204,2.658100869767887,1.182738180317204,0.035482145409516115,0.04730952721268816,0.0591369090158602,accelerated_modernization
ROTORUA DISTRICT,429.4056990569468,3371405.9333897275,122.04983385952909,1592198.9304519002,3.3714059333897275,1.5921989304519002,0.04776596791355701,0.063687957218076,0.07960994652259501,accelerated_modernization
RUAPEHU DISTRICT,165.245339559558,1199736.0386904175,37.87515962497719,490549.7755363983,1.1997360386904175,0.4905497755363983,0.014716493266091948,0.019621991021455933,0.024527488776819914,accelerated_modernization
SELWYN DISTRICT,605.2736196007075,4287985.274615818,133.17089294967988,1724994.1022248315,4.287985274615818,1.7249941022248314,0.051749823066744936,0.06899976408899326,0.08624970511124158,accelerated_modernization
SOUTH TARANAKI DISTRICT,554.1357167876229,4022936.099952266,126.5298103282427,1635823.7256535836,4.022936099952266,1.6358237256535837,0.04907471176960751,0.06543294902614334,0.08179118628267919,accelerated_modernization
SOUTH WAIKATO DISTRICT,382.20960258690394,2983365.92507817,107.17272164247275,1394020.1659058407,2.98336592507817,1.3940201659058407,0.04182060497717522,0.05576080663623363,0.06970100829529204,accelerated_modernization
SOUTH WAIRARAPA DISTRICT,181.18561842244236,1345006.7636236837,43.433331810252284,560905.6379133159,1.3450067636236838,0.5609056379133159,0.016827169137399477,0.022436225516532637,0.028045281895665797,accelerated_modernization
SOUTHLAND DISTRICT,1365.8541558950028,10294168.12544855,350.3062547753776,4550297.127471344,10.294168125448548,4.550297127471343,0.1365089138241403,0.18201188509885377,0.2275148563735672,accelerated_modernization
STRATFORD DISTRICT,177.6794182281247,1272734.6442511573,39.23379052615129,505453.0798839809,1.2727346442511573,0.5054530798839809,0.015163592396519427,0.020218123195359237,0.02527265399419905,accelerated_modernization
TARARUA DISTRICT,378.72916167592155,2789652.8869478507,92.30196222207726,1201983.8634333797,2.7896528869478505,1.2019838634333797,0.03605951590300139,0.04807935453733519,0.06009919317166899,accelerated_modernization
TASMAN DISTRICT,867.4433169845639,6011087.221886123,176.87761615410122,2280665.5585797145,6.011087221886123,2.2806655585797144,0.06841996675739144,0.09122662234318858,0.11403327792898572,accelerated_modernization
TAUPO DISTRICT,263.894756075808,2082448.2433823363,76.22762109235798,994610.8419395818,2.0824482433823364,0.9946108419395818,0.029838325258187453,0.03978443367758327,0.049730542096979094,accelerated_modernization
TAURANGA CITY,382.92814119021745,2881568.7686496736,99.8575780293811,1306459.924995619,2.8815687686496734,1.306459924995619,0.03919379774986857,0.05225839699982476,0.06532299624978097,accelerated_modernization
THAMES-COROMANDEL DISTRICT,244.2767748025285,1737833.8634823854,53.5002493726744,691779.0585390764,1.7378338634823853,0.6917790585390764,0.02075337175617229,0.027671162341563058,0.03458895292695382,accelerated_modernization
TIMARU DISTRICT,1073.4325028653561,7801003.130784231,249.41913917485192,3226671.1548768636,7.801003130784231,3.2266711548768634,0.09680013464630591,0.12906684619507455,0.16133355774384317,accelerated_modernization
UPPER HUTT CITY,36.46201007498336,256075.04470308303,7.4074251906600175,94706.7730985339,0.256075044703083,0.0947067730985339,0.002841203192956017,0.003788270923941356,0.004735338654926695,accelerated_modernization
WAIKATO DISTRICT,733.0743901278075,5445182.934579273,178.92128557773754,2314185.3750630245,5.445182934579273,2.3141853750630244,0.06942556125189073,0.09256741500252098,0.11570926875315124,accelerated_modernization
WAIMAKARIRI DISTRICT,504.5197979376124,3438614.5877800053,98.75804232906773,1274927.7675365508,3.4386145877800054,1.2749277675365507,0.03824783302609652,0.050997110701462026,0.06374638837682754,accelerated_modernization
WAIMATE DISTRICT,363.94010130108524,2666100.616043666,87.14062349872762,1131372.3428894414,2.666100616043666,1.1313723428894413,0.03394117028668324,0.04525489371557766,0.056568617144472075,accelerated_modernization
WAIPA DISTRICT,842.1897176348002,6275765.478388098,206.72334579585893,2678967.570440765,6.275765478388098,2.678967570440765,0.08036902711322295,0.10715870281763061,0.13394837852203825,accelerated_modernization
WAIROA DISTRICT,63.73102903949461,437489.8407506933,12.68134573540608,163149.36324632057,0.4374898407506933,0.16314936324632057,0.004894480897389617,0.006525974529852823,0.008157468162316028,accelerated_modernization
WAITAKI DISTRICT,695.762179642879,5030208.161000246,159.7058292987744,2067369.1152519793,5.030208161000246,2.0673691152519793,0.062021073457559375,0.08269476461007917,0.10336845576259897,accelerated_modernization
WAITOMO DISTRICT,139.82951290958047,1065074.5663514263,37.15067448313976,483701.71181768854,1.0650745663514263,0.48370171181768856,0.014511051354530655,0.019348068472707543,0.024185085590884427,accelerated_modernization
WELLINGTON CITY,291.47978273623136,2382702.609433873,92.19472398831415,1208127.6998236706,2.3827026094338732,1.2081276998236705,0.03624383099471012,0.04832510799294683,0.060406384991183525,accelerated_modernization
WESTERN BAY OF PLENTY DISTRICT,570.1718752248761,4268597.4651906565,146.8099055705889,1923319.6900501756,4.268597465190656,1.9233196900501757,0.057699590701505266,0.07693278760200703,0.09616598450250878,accelerated_modernization
WESTLAND DISTRICT,110.95131434582248,797287.1628554647,23.906693955189166,305056.48871495016,0.7972871628554647,0.30505648871495017,0.009151694661448504,0.012202259548598007,0.01525282443574751,accelerated_modernization
WHAKATANE DISTRICT,328.42041928748796,2430765.0714173242,79.38470205982364,1029523.8297690642,2.430765071417324,1.0295238297690643,0.030885714893071927,0.04118095319076257,0.05147619148845321,accelerated_modernization
WHANGANUI DISTRICT,168.7257309555788,1204390.5999365314,37.89441303396824,492262.9677456055,1.2043905999365314,0.4922629677456055,0.014767889032368165,0.01969051870982422,0.02461314838728028,accelerated_modernization
WHANGAREI DISTRICT,622.5160584335971,4701346.674879669,162.49773166183917,2126136.7680397322,4.7013466748796695,2.126136768039732,0.06378410304119196,0.08504547072158929,0.10630683840198663,accelerated_modernization
,97.84386394766987,759549.3153501122,27.578625759395592,361323.5559013109,0.7595493153501122,0.3613235559013109,0.010839706677039325,0.014452942236052434,0.018066177795065544,accelerated_modernization
ASHBURTON DISTRICT,1768.537907490089,13289386.139312841,427.53093215628155,5741234.980944644,13.28938613931284,5.741234980944644,0.1722370494283393,0.22964939923778574,0.2870617490472322,scr_push
AUCKLAND,2522.8001626490627,19171055.90738653,633.8991529731518,8551095.286572974,19.17105590738653,8.551095286572973,0.2565328585971892,0.342043811462919,0.42755476432864875,scr_push
BULLER DISTRICT,110.9971332115145,864231.3611752385,28.86368870035344,387256.511548291,0.8642313611752385,0.387256511548291,0.01161769534644873,0.015490260461931641,0.01936282557741455,scr_push
CARTERTON DISTRICT,126.71879058284951,949652.7584029681,29.659586401643477,397543.3871603261,0.949652758402968,0.3975433871603261,0.011926301614809783,0.015901735486413045,0.019877169358016308,scr_push
CENTRAL HAWKE'S BAY DISTRICT,212.0013218261553,1620152.4527519608,53.53947123089738,722056.5572310893,1.6201524527519608,0.7220565572310893,0.021661696716932678,0.028882262289243576,0.03610282786155447,scr_push
CENTRAL OTAGO DISTRICT,466.70350386409046,3546182.3808330637,115.44873052641964,1547252.5289942161,3.5461823808330637,1.547252528994216,0.046417575869826484,0.061890101159768646,0.0773626264497108,scr_push
CHRISTCHURCH CITY,910.2324161618305,6763507.533959179,216.80602159535766,2922079.3879739903,6.763507533959179,2.9220793879739904,0.0876623816392197,0.11688317551895962,0.14610396939869952,scr_push
CLUTHA DISTRICT,536.8790288724092,4031150.4105095696,128.39233853625348,1719281.1347728693,4.03115041050957,1.7192811347728694,0.05157843404318608,0.06877124539091477,0.08596405673864348,scr_push
DUNEDIN CITY,429.2020491315995,3096527.329806117,92.41281607352845,1233379.3288149606,3.0965273298061167,1.2333793288149606,0.03700137986444881,0.04933517315259842,0.06166896644074803,scr_push
FAR NORTH DISTRICT,412.2182423402806,2849473.6986166346,78.69906139401044,1047308.6240607135,2.8494736986166345,1.0473086240607135,0.0314192587218214,0.041892344962428545,0.052365431203035676,scr_push
GISBORNE DISTRICT,499.97360456645214,3584072.8515070393,106.96196025930283,1431170.2444995586,3.5840728515070395,1.4311702444995587,0.04293510733498676,0.057246809779982345,0.07155851222497794,scr_push
GORE DISTRICT,621.7518611502518,4756895.935054536,156.88774908989276,2106347.2126119807,4.756895935054536,2.106347212611981,0.06319041637835943,0.08425388850447922,0.10531736063059904,scr_push
GREY DISTRICT,115.42613003486466,842983.2770106266,25.774208975699498,345722.00802901795,0.8429832770106266,0.3457220080290179,0.010371660240870538,0.013828880321160718,0.0172861004014509,scr_push
HAMILTON CITY,861.3882938515482,6728242.609193839,229.54775796007223,3099139.3293238226,6.728242609193839,3.0991393293238225,0.09297417987971468,0.12396557317295291,0.15495696646619114,scr_push
HASTINGS DISTRICT,771.7659136619548,6112960.442122486,216.08832863151295,2929982.4846810056,6.112960442122486,2.9299824846810054,0.08789947454043016,0.11719929938724023,0.1464991242340503,scr_push
HAURAKI DISTRICT,288.3315059921745,2097308.189232524,64.84294360125175,870261.9135772341,2.097308189232524,0.8702619135772341,0.026107857407317026,0.034810476543089365,0.04351309567886171,scr_push
HOROWHENUA DISTRICT,382.0555675313023,2773135.068198467,84.25340667142136,1125965.0801740217,2.7731350681984672,1.1259650801740217,0.03377895240522065,0.04503860320696087,0.05629825400870109,scr_push
HURUNUI DISTRICT,323.0692323905395,2377360.504895406,72.39598984039425,967804.4162845813,2.377360504895406,0.9678044162845812,0.029034132488537437,0.038712176651383254,0.04839022081422907,scr_push
INVERCARGILL CITY,845.9160075431453,6440782.909510894,210.24726871139586,2824068.853054137,6.440782909510894,2.824068853054137,0.08472206559162411,0.11296275412216548,0.14120344265270685,scr_push
KAIKOURA DISTRICT,60.350164344238564,403690.2631993934,10.676245085504291,141155.82992585536,0.4036902631993934,0.14115582992585535,0.004234674897775661,0.005646233197034215,0.007057791496292768,scr_push
KAIPARA DISTRICT,296.0282722047645,2055016.6077855183,56.47196905487204,748526.6289843931,2.055016607785518,0.748526628984393,0.02245579886953179,0.029941065159375724,0.03742633144921966,scr_push
KAPITI COAST DISTRICT,119.08142340566626,788177.6883667877,20.90657823193206,279185.2896518832,0.7881776883667877,0.27918528965188316,0.008375558689556495,0.011167411586075328,0.01395926448259416,scr_push
KAWERAU DISTRICT,5.028401204787996,30004.831338466673,0.6592382778306936,8892.189192006716,0.030004831338466674,0.008892189192006716,0.00026676567576020146,0.0003556875676802686,0.0004446094596003358,scr_push
LOWER HUTT CITY,39.26108811759057,285529.4901454886,8.57763848676049,115023.6525594996,0.28552949014548856,0.1150236525594996,0.0034507095767849884,0.004600946102379984,0.005751182627974981,scr_push
MACKENZIE DISTRICT,187.65783566349475,1421515.8430852816,45.68893173785748,611060.7544055606,1.4215158430852814,0.6110607544055605,0.018331822632166817,0.024442430176222423,0.03055303772027803,scr_push
MANAWATU DISTRICT,383.8805722953613,2935477.3823922034,96.05893036527732,1287631.8182910238,2.9354773823922033,1.2876318182910238,0.038628954548730714,0.05150527273164096,0.0643815909145512,scr_push
MARLBOROUGH DISTRICT,1412.8133844334366,11138077.425307037,380.4741580332147,5125831.372856727,11.138077425307037,5.125831372856727,0.1537749411857018,0.20503325491426908,0.25629156864283636,scr_push
MASTERTON DISTRICT,197.97359628602885,1444883.72628324,43.802659195970875,586548.2237755469,1.44488372628324,0.5865482237755468,0.017596446713266406,0.023461928951021876,0.029327411188777346,scr_push
MATAMATA-PIAKO DISTRICT,1090.8343014353586,8342551.86117062,272.63079446331346,3665468.902895879,8.34255186117062,3.665468902895879,0.10996406708687637,0.14661875611583516,0.18327344514479396,scr_push
NAPIER CITY,238.3687935075635,1783981.4905366711,56.660198692087775,759455.6412893848,1.783981490536671,0.7594556412893848,0.022783669238681546,0.030378225651575393,0.03797278206446924,scr_push
NELSON CITY,111.5593393164607,786112.0654347679,22.948307703560076,307278.6752714373,0.7861120654347679,0.3072786752714373,0.009218360258143118,0.012291147010857494,0.015363933763571867,scr_push
NEW PLYMOUTH DISTRICT,522.9005177726485,3609017.7763050646,98.06161107028944,1299261.4931911589,3.6090177763050644,1.2992614931911588,0.03897784479573477,0.051970459727646356,0.06496307465955795,scr_push
OPOTIKI DISTRICT,117.95395062300415,831936.2940718802,24.23244220768918,323474.51041621,0.8319362940718802,0.32347451041621,0.0097042353124863,0.012938980416648399,0.0161737255208105,scr_push
OTOROHANGA DISTRICT,268.179886942269,2014722.6137378854,65.03107972480808,873594.8284263974,2.0147226137378853,0.8735948284263974,0.02620784485279192,0.034943793137055895,0.04367974142131987,scr_push
PALMERSTON NORTH CITY,742.2436245459617,5528895.959040976,175.14412927710572,2357375.0930168647,5.528895959040976,2.3573750930168647,0.07072125279050594,0.09429500372067459,0.11786875465084325,scr_push
PORIRUA CITY,50.5593880532853,391397.06244405766,12.668884301023825,170524.11589354812,0.39139706244405764,0.17052411589354813,0.005115723476806443,0.006820964635741925,0.008526205794677406,scr_push
QUEENSTOWN-LAKES DISTRICT,210.08311626201117,1556425.9141367353,47.77413228724364,636928.8363625931,1.5564259141367354,0.6369288363625931,0.019107865090877793,0.025477153454503725,0.03184644181812966,scr_push
RANGITIKEI DISTRICT,352.95969940274193,2698752.25501493,89.37828860347307,1204580.0363178786,2.69875225501493,1.2045800363178787,0.036137401089536364,0.048183201452715145,0.06022900181589393,scr_push
ROTORUA DISTRICT,429.4056990569468,3444000.55859937,120.59663883466493,1626060.2446409303,3.4440005585993703,1.6260602446409302,0.04878180733922791,0.06504240978563722,0.08130301223204651,scr_push
RUAPEHU DISTRICT,165.24533955955798,1209169.910305061,36.96371076030541,495379.45360678714,1.2091699103050608,0.49537945360678715,0.014861383608203615,0.019815178144271486,0.024768972680339358,scr_push
SELWYN DISTRICT,605.2736196007075,4335090.585816268,130.24645498046695,1745176.06148758,4.335090585816268,1.74517606148758,0.0523552818446274,0.0698070424595032,0.087258803074379,scr_push
SOUTH TARANAKI DISTRICT,554.135716787623,4052709.7191533116,123.41678531424927,1650981.499460339,4.052709719153311,1.6509814994603391,0.04952944498381017,0.06603925997841356,0.08254907497301696,scr_push
SOUTH WAIKATO DISTRICT,382.20960258690394,3048574.682278757,105.8346395590753,1422715.4797190886,3.048574682278757,1.4227154797190886,0.04268146439157266,0.05690861918876355,0.07113577398595444,scr_push
SOUTH WAIRARAPA DISTRICT,181.18561842244236,1360494.2035622771,42.31696276679155,565412.5022444178,1.3604942035622771,0.5654125022444177,0.016962375067332534,0.02261650008977671,0.028270625112220893,scr_push
SOUTHLAND DISTRICT,1365.8541558950028,10461967.594798235,344.63219582759837,4627921.79269709,10.461967594798235,4.62792179269709,0.1388376537809127,0.1851168717078836,0.2313960896348545,scr_push
STRATFORD DISTRICT,177.6794182281247,1282305.817181521,38.22364114609026,509420.7811682503,1.2823058171815211,0.5094207811682503,0.015282623435047507,0.020376831246730013,0.025471039058412515,scr_push
TARARUA DISTRICT,378.72916167592155,2823562.967633581,90.79829077663459,1222680.5123739552,2.8235629676335807,1.2226805123739553,0.036680415371218654,0.04890722049495821,0.06113402561869776,scr_push
TASMAN DISTRICT,867.4433169845638,6052224.931812022,171.71600591393218,2291942.159158756,6.052224931812022,2.291942159158756,0.06875826477476267,0.09167768636635025,0.11459710795793782,scr_push
TAUPO DISTRICT,263.89475607580795,2129955.1281201416,75.45295575698925,1017230.5942958947,2.1299551281201414,1.0172305942958948,0.030516917828876843,0.040689223771835786,0.05086152971479474,scr_push
TAURANGA CITY,382.9281411902174,2932699.1001732904,98.70999692094217,1334884.9380038406,2.9326991001732905,1.3348849380038406,0.04004654814011521,0.053395397520153626,0.06674424690019204,scr_push
THAMES-COROMANDEL DISTRICT,244.27677480252845,1754816.9250135627,52.17912927081052,698034.9780152966,1.7548169250135626,0.6980349780152967,0.0209410493404589,0.027921399120611867,0.034901748900764834,scr_push
TIMARU DISTRICT,1073.4325028653561,7890583.767077709,244.02644614251363,3265121.9117499194,7.890583767077708,3.2651219117499193,0.09795365735249759,0.13060487646999677,0.163256095587496,scr_push
UPPER HUTT CITY,36.462010074983354,256333.4242483799,7.151747011391673,94651.60347988279,0.2563334242483799,0.09465160347988279,0.0028395481043964835,0.003786064139195312,0.0047325801739941395,scr_push
WAIKATO DISTRICT,733.0743901278075,5515022.282175048,175.22254618408965,2343774.3584110397,5.515022282175048,2.3437743584110398,0.07031323075233119,0.0937509743364416,0.117188717920552,scr_push
WAIMAKARIRI DISTRICT,504.51979793761245,3454629.535178282,95.93619228342791,1281961.2912773825,3.454629535178282,1.2819612912773826,0.038458838738321476,0.051278451651095305,0.06409806456386913,scr_push
WAIMATE DISTRICT,363.9401013010852,2701063.447323931,85.50726340341848,1148053.8581238505,2.7010634473239308,1.1480538581238506,0.034441615743715515,0.04592215432495402,0.057402692906192536,scr_push
WAIPA DISTRICT,842.1897176348002,6359072.785086346,202.2798212122006,2711379.6555885244,6.3590727850863455,2.7113796555885243,0.08134138966765574,0.10845518622354097,0.13556898277942625,scr_push
WAIROA DISTRICT,63.73102903949461,440429.74512761267,12.31709909908919,163986.93839636576,0.4404297451276127,0.16398693839636577,0.004919608151890973,0.00655947753585463,0.008199346919818289,scr_push
WAITAKI DISTRICT,695.762179642879,5079701.983098013,156.3338232254809,2093146.9932052796,5.079701983098014,2.0931469932052797,0.06279440979615838,0.08372587972821119,0.10465734966026398,scr_push
WAITOMO DISTRICT,139.82951290958047,1084724.5093261274,36.672923590979735,493569.5151389502,1.0847245093261273,0.4935695151389502,0.014807085454168506,0.019742780605558008,0.02467847575694751,scr_push
WELLINGTON CITY,291.47978273623136,2449081.7769194553,91.73075002298478,1241510.5597944665,2.449081776919455,1.2415105597944665,0.03724531679383399,0.04966042239177866,0.06207552798972333,scr_push
WESTERN BAY OF PLENTY DISTRICT,570.1718752248761,4331788.667410314,145.13729537342206,1965673.3084137286,4.331788667410314,1.9656733084137286,0.058970199252411856,0.07862693233654915,0.09828366542068644,scr_push
WESTLAND DISTRICT,110.95131434582247,803043.5623562091,23.095915997079715,304897.0982035548,0.8030435623562091,0.3048970982035548,0.009146912946106645,0.012195883928142193,0.01524485491017774,scr_push
WHAKATANE DISTRICT,328.42041928748796,2457333.893162758,77.71482548303212,1042553.8928823186,2.457333893162758,1.0425538928823186,0.031276616786469556,0.04170215571529274,0.05212769464411593,scr_push
WHANGANUI DISTRICT,168.7257309555788,1213860.5946714312,37.17200388415071,499409.1584322727,1.2138605946714311,0.49940915843227274,0.014982274752968181,0.01997636633729091,0.024970457921613638,scr_push
WHANGAREI DISTRICT,622.5160584335971,4779694.320655315,160.3617750139217,2169186.2867592927,4.779694320655315,2.1691862867592926,0.06507558860277877,0.08676745147037171,0.10845931433796463,scr_push
,97.84386394766989,775483.5485715577,27.35638831561149,370363.47897541814,0.7754835485715578,0.37036347897541816,0.011110904369262544,0.014814539159016725,0.018518173948770908,scr_push
ASHBURTON DISTRICT,1768.537907490089,11906693.070506996,269.7020502047847,3401546.20145014,11.906693070506995,3.4015462014501403,0.1020463860435042,0.1360618480580056,0.170077310072507,delayed_replacement
AUCKLAND,2522.8001626490627,17130979.400619097,406.393229177579,5138576.0388493035,17.130979400619097,5.138576038849304,0.1541572811654791,0.20554304155397216,0.2569288019424652,delayed_replacement
BULLER DISTRICT,110.9971332115145,770597.4147946216,18.16745321431683,228943.60907931684,0.7705974147946216,0.22894360907931685,0.006868308272379505,0.009157744363172675,0.011447180453965842,delayed_replacement
CARTERTON DISTRICT,126.7187905828495,854065.7614606594,18.505075884464805,233570.44244343002,0.8540657614606595,0.23357044244343,0.0070071132733029,0.009342817697737201,0.011678522122171502,delayed_replacement
CENTRAL HAWKE'S BAY DISTRICT,212.0013218261553,1448055.347482031,34.21959165336152,433142.17317616433,1.448055347482031,0.4331421731761643,0.01299426519528493,0.01732568692704657,0.021657108658808218,delayed_replacement
CENTRAL OTAGO DISTRICT,466.7035038640905,3171143.8067403487,72.50660519175996,912150.6351929214,3.1711438067403486,0.9121506351929214,0.027364519055787642,0.03648602540771686,0.045607531759646075,delayed_replacement
CHRISTCHURCH CITY,910.2324161618305,6065918.013082092,138.38284902647413,1750048.6558594157,6.065918013082092,1.7500486558594157,0.05250145967578247,0.07000194623437662,0.08750243279297079,delayed_replacement
CLUTHA DISTRICT,536.8790288724092,3614478.1674542604,80.25027852284538,1009915.5551085577,3.6144781674542603,1.0099155551085577,0.03029746665325673,0.040396622204342314,0.050495777755427886,delayed_replacement
DUNEDIN CITY,429.2020491315995,2796578.519157604,56.946304753783224,715832.277512833,2.796578519157604,0.715832277512833,0.02147496832538499,0.02863329110051332,0.035791613875641656,delayed_replacement
FAR NORTH DISTRICT,412.2182423402806,2594764.0769846607,47.82982265411438,600829.6863971361,2.5947640769846605,0.6008296863971361,0.018024890591914082,0.024033187455885445,0.030041484319856804,delayed_replacement
GISBORNE DISTRICT,499.97360456645214,3238075.6154446052,66.51435498981647,837314.5590421325,3.2380756154446053,0.8373145590421325,0.02511943677126397,0.0334925823616853,0.04186572795210662,delayed_replacement
