region_key,scenario_name,year,regional_active_licensed_count,regional_diesel_ml,regional_scr_diesel_ml,regional_def_central_ml,def_low_ml,def_high_ml
HAMILTON CITY,baseline_current_structure,2026,861.3303299622937,5.80936323334527,1.6467126605495783,0.0658685064219831,0.049401379816487345,0.08233563302747893
HASTINGS DISTRICT,baseline_current_structure,2026,771.715707507632,5.259960600140722,1.5838525098125988,0.0633541003925039,0.047515575294377964,0.07919262549062994
HAURAKI DISTRICT,baseline_current_structure,2026,288.31324739714904,1.8305792605902729,0.4512893729538431,0.0180515749181537,0.013538681188615292,0.022564468647692154
HOROWHENUA DISTRICT,baseline_current_structure,2026,382.0303802628414,2.4205452086886896,0.5738930408663431,0.0229557216346537,0.01721679122599029,0.028694652043317156
HURUNUI DISTRICT,baseline_current_structure,2026,323.0483083805041,2.075917867712996,0.4933001534930341,0.0197320061397213,0.014799004604791022,0.024665007674651705
INVERCARGILL CITY,baseline_current_structure,2026,845.8582487367748,5.5922364119966295,1.4697895501672624,0.0587915820066904,0.04409368650501787,0.07348947750836313
KAIKOURA DISTRICT,baseline_current_structure,2026,60.34665976672908,0.3561177267855578,0.0687244191152096,0.0027489767646083,0.002061732573456288,0.00343622095576048
KAIPARA DISTRICT,baseline_current_structure,2026,296.01092131368426,1.810338963274492,0.3679101576669832,0.0147164063066793,0.011037304730009495,0.01839550788334916
KAPITI COAST DISTRICT,baseline_current_structure,2026,119.0750785703793,0.6971408817103086,0.1416811429441987,0.0056672457177679,0.004250434288325961,0.007084057147209936
KAWERAU DISTRICT,baseline_current_structure,2026,5.028294147873955,0.0262431888803536,0.0047004658207831,0.0001880186328313,0.000141013974623493,0.00023502329103915502
LOWER HUTT CITY,baseline_current_structure,2026,39.25878314438331,0.2490457978918265,0.0593605177700741,0.0023744207108029,0.001780815533102223,0.0029680258885037055
MACKENZIE DISTRICT,baseline_current_structure,2026,187.645366454614,1.2345642757044004,0.3126819179723821,0.0125072767188952,0.009380457539171463,0.015634095898619107
MANAWATU DISTRICT,baseline_current_structure,2026,383.8542421377172,2.5450366168247656,0.6650066250174436,0.0266002650006977,0.019950198750523306,0.03325033125087218
MARLBOROUGH DISTRICT,baseline_current_structure,2026,1412.725332323812,9.615131293152665,2.701453205601925,0.1080581282240769,0.08104359616805776,0.13507266028009626
MASTERTON DISTRICT,baseline_current_structure,2026,197.96278148443693,1.2613191786322346,0.3012649398712507,0.01205059759485,0.00903794819613752,0.015063246993562535
MATAMATA-PIAKO DISTRICT,baseline_current_structure,2026,1090.7584351102655,7.232557854348387,1.914082930625184,0.0765633172250073,0.05742248791875552,0.09570414653125921
